"","State","Psychotherapy","Electroconvulsive","Substance Abuse","Emergency","Alzheimer's or Dementia","Eating Disorder","PTSD","Ownership"
"7749","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7750","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7751","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7752","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7753","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7754","NY","Yes","No","No","No","No","No","No","Public"
"7755","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7756","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7757","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7758","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7759","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7760","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7761","NY","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"7762","NY","Yes","Yes","No","Yes","No","No","No","Private Non-Profit"
"7763","NY","Yes","No","Yes","No","No","No","No","Public"
"7764","NY","Yes","No","No","No","No","No","No","Public"
"7765","NY","No","No","Yes","No","No","No","No","Private Non-Profit"
"7766","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7767","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7768","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7769","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7770","NY","Yes","No","Yes","No","No","No","Yes","Public"
"7771","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7772","NY","Yes","No","No","No","No","No","No","Public"
"7773","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7774","NY","Yes","Yes","Yes","Yes","No","No","No","Public"
"7775","NY","Yes","No","No","No","No","No","Yes","Public"
"7776","NY","Yes","No","Yes","Yes","No","Yes","No","Private Non-Profit"
"7777","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7778","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7779","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7780","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7781","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7782","NY","Yes","No","No","No","No","No","Yes","Public"
"7783","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7784","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7785","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7786","NY","Yes","No","Yes","No","No","Yes","Yes","Public"
"7787","NY","Yes","No","Yes","No","Yes","No","No","Private Non-Profit"
"7788","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7789","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7790","NY","Yes","No","No","Yes","No","No","No","Private For-Profit"
"7791","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7792","NY","Yes","No","No","No","No","No","No","Public"
"7793","NY","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"7794","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7795","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7796","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7797","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7798","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7799","NY","Yes","No","No","No","No","No","No","Public"
"7800","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7801","NY","Yes","No","No","No","Yes","Yes","Yes","Private For-Profit"
"7802","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7803","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7804","NY","Yes","Yes","No","Yes","No","No","No","Private Non-Profit"
"7805","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7806","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7807","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7808","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7809","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7810","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7811","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7812","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7813","NY","Yes","No","No","Yes","No","No","No","Public"
"7814","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7815","NY","Yes","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7816","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7817","NY","Yes","No","Yes","No","No","Yes","Yes","Private For-Profit"
"7818","NY","Yes","No","No","No","No","No","No","Private For-Profit"
"7819","NY","Yes","No","No","Yes","Yes","Yes","Yes","Private Non-Profit"
"7820","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7821","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7822","NY","Yes","No","Yes","No","No","No","Yes","Public"
"7823","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7824","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7825","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7826","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7827","NY","Yes","No","No","No","No","No","Yes","Public"
"7828","NY","Yes","No","No","No","No","No","No","Public"
"7829","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7830","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7831","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7832","NY","Yes","No","No","No","No","No","No","Public"
"7833","NY","Yes","No","No","Yes","No","Yes","Yes","Private Non-Profit"
"7834","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7835","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7836","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7837","NY","No","No","Yes","No","No","No","No","Private Non-Profit"
"7838","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7839","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7840","NY","Yes","No","No","Yes","No","No","Yes","Public"
"7841","NY","Yes","No","No","No","No","No","No","Public"
"7842","NY","Yes","No","No","No","No","No","No","Public"
"7843","NY","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"7844","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7845","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7846","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7847","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7848","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7849","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7850","NY","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"7851","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7852","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7853","NY","Yes","No","Yes","No","No","No","No","Public"
"7854","NY","Yes","No","No","No","No","No","No","Public"
"7855","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7856","NY","Yes","No","Yes","No","No","No","No","Public"
"7857","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7858","NY","No","No","Yes","No","No","Yes","Yes","Private Non-Profit"
"7859","NY","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"7860","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7861","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7862","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7863","NY","Yes","Yes","No","Yes","Yes","No","Yes","Private Non-Profit"
"7864","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7865","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7866","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7867","NY","No","No","Yes","No","No","No","Yes","Private Non-Profit"
"7868","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7869","NY","Yes","No","No","No","No","No","No","Private For-Profit"
"7870","NY","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"7871","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7872","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7873","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7874","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
"7875","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7876","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7877","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7878","NY","No","No","Yes","Yes","No","No","No","Private Non-Profit"
"7879","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7880","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7881","NY","Yes","Yes","No","No","No","No","No","Private Non-Profit"
"7882","NY","No","Yes","No","Yes","No","No","No","Private Non-Profit"
"7883","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7884","NY","Yes","No","No","Yes","No","Yes","Yes","Private Non-Profit"
"7885","NY","Yes","No","Yes","Yes","No","Yes","Yes","Private Non-Profit"
"7886","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7887","NY","No","No","Yes","No","No","No","No","Private Non-Profit"
"7888","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7889","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7890","NY","Yes","No","No","No","No","No","No","Public"
"7891","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7892","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7893","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7894","NY","Yes","No","No","No","No","No","Yes","Private For-Profit"
"7895","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7896","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7897","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7898","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7899","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7900","NY","Yes","No","No","No","No","Yes","Yes","Public"
"7901","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7902","NY","Yes","No","No","No","No","No","Yes","Public"
"7903","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7904","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7905","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7906","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7907","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7908","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7909","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7910","NY","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"7911","NY","Yes","Yes","Yes","Yes","Yes","No","No","Private Non-Profit"
"7912","NY","Yes","Yes","Yes","Yes","No","No","Yes","Private For-Profit"
"7913","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7914","NY","Yes","No","Yes","No","No","No","No","Public"
"7915","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7916","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7917","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7918","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7919","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7920","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7921","NY","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Public"
"7922","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7923","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7924","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7925","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7926","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7927","NY","Yes","No","Yes","No","No","No","Yes","Public"
"7928","NY","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"7929","NY","Yes","No","No","No","No","No","Yes","Public"
"7930","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7931","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7932","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7933","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7934","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7935","NY","Yes","No","No","No","No","Yes","No","Private Non-Profit"
"7936","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7937","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7938","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7939","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7940","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7941","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7942","NY","Yes","No","No","Yes","No","No","No","Private Non-Profit"
"7943","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7944","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7945","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7946","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7947","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7948","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7949","NY","Yes","Yes","No","Yes","No","No","No","Public"
"7950","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7951","NY","No","No","Yes","No","No","No","No","Private Non-Profit"
"7952","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7953","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7954","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7955","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7956","NY","Yes","Yes","No","Yes","Yes","Yes","Yes","Private Non-Profit"
"7957","NY","No","No","No","No","No","No","No","Private Non-Profit"
"7958","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7959","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7960","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7961","NY","Yes","No","No","No","No","Yes","Yes","Private Non-Profit"
"7962","NY","Yes","No","Yes","Yes","No","No","No","Public"
"7963","NY","Yes","No","No","No","No","No","No","Public"
"7964","NY","Yes","No","Yes","No","No","No","No","Private Non-Profit"
"7965","NY","Yes","No","Yes","Yes","No","No","No","Private Non-Profit"
"7966","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7967","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7968","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7969","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7970","NY","Yes","Yes","Yes","No","No","Yes","Yes","Public"
"7971","NY","Yes","No","No","Yes","No","No","No","Public"
"7972","NY","Yes","No","No","No","No","No","No","Public"
"7973","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7974","NY","Yes","No","Yes","Yes","No","No","Yes","Private Non-Profit"
"7975","NY","Yes","Yes","Yes","No","Yes","Yes","Yes","Private Non-Profit"
"7976","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7977","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7978","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7979","NY","Yes","No","Yes","No","No","No","Yes","Private For-Profit"
"7980","NY","Yes","Yes","Yes","No","No","No","No","Public"
"7981","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7982","NY","Yes","Yes","Yes","No","No","No","No","Public"
"7983","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7984","NY","Yes","No","No","Yes","No","No","Yes","Private Non-Profit"
"7985","NY","Yes","Yes","Yes","No","No","No","Yes","Public"
"7986","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7987","NY","No","No","Yes","Yes","No","No","No","Public"
"7988","NY","Yes","No","Yes","Yes","Yes","Yes","Yes","Public"
"7989","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7990","NY","Yes","No","No","Yes","No","No","No","Public"
"7991","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7992","NY","Yes","No","No","No","No","No","Yes","Private Non-Profit"
"7993","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7994","NY","Yes","No","No","No","No","No","No","Private Non-Profit"
"7995","NY","Yes","No","Yes","No","No","No","Yes","Private Non-Profit"
"7996","NY","Yes","Yes","Yes","Yes","No","No","No","Private Non-Profit"
"7997","NY","Yes","No","No","No","No","No","Yes","Public"
"7998","NY","Yes","No","Yes","No","Yes","No","No","Private For-Profit"
"7999","NY","Yes","No","No","Yes","No","Yes","Yes","Private Non-Profit"
"8000","NY","Yes","No","No","No","No","No","No","Public"
"8001","NY","Yes","No","Yes","Yes","No","No","Yes","Public"
